ticker,name,last_close,dollar_vol_20d,rsi,sma200,wma20,ema9,ema21,macd,macd_signal,below_sma200,below_wma20,cross_up,cross_down,rsi_buy,rsi_sell,p_tbv,tbvps,fcf,debt_to_equity,current_ratio,tbv_yoy,q_ptbv,q_fcf,q_dte,q_cr,q_tbv_growth,value_hit,confluence
INFY,Infosys Ltd,10.57,262854212.0,34.01,15.2952,12.8816,11.1018,11.5553,-0.4354,-0.3192,True,True,False,False,False,False,10.421,1.0143,3170249984.0,0.0983,1.978,-0.1536,False,True,True,True,False,False,2
SPOT,Spotify Technology,441.21,928505895.0,36.79,551.0563,485.689,462.0049,471.9117,-7.1198,-1.4155,True,True,False,False,False,False,10.6835,41.2984,707750016.0,0.0594,2.06,0.685,False,True,True,True,True,False,2
SAP,SAP SE,148.06,539263583.0,31.79,215.8554,177.3456,156.8906,164.6361,-6.6928,-3.9469,True,True,False,False,False,False,11.1108,13.3258,8143750144.0,0.1733,1.069,0.1589,False,True,True,True,True,False,2
MELI,MercadoLibre Inc,1619.25,862009132.0,47.03,1958.4576,1722.8815,1624.462,1636.7591,-17.1437,-20.5001,True,True,False,False,False,False,11.6121,139.4456,-4104624896.0,1.6998,1.161,0.5822,False,False,False,True,True,False,2
SHOP,Shopify Inc,111.62,1053577611.0,50.8,136.9041,116.288,110.629,110.7075,-0.3359,-0.5624,True,True,False,False,False,False,12.0822,9.2384,1256749952.0,0.0143,6.196,0.1685,False,True,True,True,True,False,2
NOW,ServiceNow Inc,89.52,3557736766.0,37.43,134.9641,102.1005,96.6736,100.9508,-2.9753,-0.5264,True,True,False,False,False,False,12.3475,7.25,5108125184.0,0.2073,0.845,0.017,False,True,True,False,True,False,2
WMT,Walmart Inc,115.78,2921763981.0,37.54,116.5567,124.3689,118.3221,119.7046,-1.6688,-1.7762,True,True,False,False,False,False,13.7337,8.4304,6862249984.0,0.7482,0.771,0.1392,False,True,True,False,True,False,2
TM,Toyota Motor Corp,166.5,109354466.0,30.63,205.8578,201.8835,171.1877,176.3609,-5.5995,-5.0616,True,True,False,False,False,False,14.5501,11.4432,-1204836106240.0,1.0706,1.274,0.1147,False,False,False,True,True,False,2
NG,NovaGold Resources,6.15,26040708.0,32.37,9.1935,9.066,7.118,7.5338,-0.4008,-0.2863,True,True,False,False,False,False,15.2605,0.403,-23863124.0,0.4141,112.823,,False,False,True,True,False,False,2
NTES,NetEase Inc,114.82,111685828.0,37.77,128.9006,116.2079,119.6734,120.2577,0.1126,1.1842,True,True,False,False,False,False,15.8147,7.2603,34148839424.0,0.0647,3.285,0.1692,False,True,True,True,True,False,2
SNAP,Snap Inc,4.34,259675935.0,30.29,6.5897,5.1895,4.7685,5.1381,-0.3229,-0.1992,True,True,False,False,False,False,16.3187,0.266,673405888.0,2.0158,3.525,-0.2676,False,True,False,True,False,False,2
HDB,HDFC Bank Ltd,25.37,229619960.0,58.77,31.1679,26.54,24.9477,24.6093,0.1893,-0.0447,True,True,False,False,False,False,17.3542,1.4619,,,,0.1925,False,False,False,False,True,False,2
TSLA,Tesla Inc,375.12,18654391619.0,38.94,417.801,395.61,390.6341,399.9478,-7.3834,-3.4728,True,True,False,False,False,False,17.4258,21.5267,5251999744.0,0.1874,2.043,0.1302,False,True,True,True,True,False,2
NIO,NIO Inc,4.73,177657275.0,31.26,5.7974,5.5545,5.0253,5.2635,-0.2466,-0.2157,True,True,False,False,False,False,19.4224,0.2435,,1.833,1.009,-0.3142,False,False,False,True,False,False,2
COST,Costco Wholesale,942.24,2415342143.0,36.5,956.8379,995.0363,960.4134,973.589,-13.5165,-11.8159,True,True,False,False,False,False,25.276,37.278,6954375168.0,0.6026,1.072,0.2346,False,True,True,True,True,False,2
AMZN,Amazon.com Inc,227.01,12390140418.0,33.63,232.7954,235.2605,236.8158,244.2758,-6.8745,-5.1288,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
T,AT&T Inc,22.42,1233445464.0,37.9,25.7701,26.104,22.6319,23.2147,-0.6777,-0.6884,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
AVY,Avery Dennison Corp,164.61,123312140.0,59.92,171.4875,168.9035,160.3851,159.3316,0.4366,-0.4723,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
BA,Boeing,218.12,1340628141.0,47.07,218.3974,221.0785,220.276,220.8837,-0.6925,-0.7033,True,True,False,False,False,False,,,2554249984.0,8.287,1.176,,False,True,False,True,False,False,2
SBS,Cia Saneamento Basico,5.63,39477071.0,37.03,20.9752,16.4678,5.4878,5.7375,-0.579,-0.8402,True,True,False,False,False,False,,,-10152844288.0,1.1784,1.739,,False,False,False,True,False,False,2
XLY,Consumer Discretionary Select Sector ETF,113.35,895661686.0,41.46,117.3369,115.268,115.2795,116.2385,-0.8094,-0.469,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
DEO,Diageo PLC,82.61,104157310.0,54.76,87.3968,82.3825,81.3966,81.2499,0.0299,-0.2106,True,False,True,False,False,False,,,958124992.0,1.7738,1.604,,False,True,False,True,False,False,2
EFX,Equifax Inc,151.93,313987207.0,37.26,201.0237,177.2323,157.1562,161.4251,-4.1449,-3.0585,True,True,False,False,False,False,,,1024662528.0,1.1335,0.607,,False,True,False,False,False,False,2
GILD,Gilead Sciences,123.84,1165963584.0,41.08,128.6857,135.7517,124.9873,126.5308,-1.8292,-1.905,True,True,False,False,False,False,,,7934125056.0,0.9464,1.967,,False,True,True,True,False,False,2
ASR,Grupo Aeroportuario Sur,309.61,20252903.0,57.48,321.3214,321.0416,300.6096,298.2724,0.6004,-1.908,True,True,False,False,False,False,,,3374900224.0,0.7152,3.393,,False,True,True,True,False,False,2
HSY,Hershey Co,176.68,418222179.0,43.47,192.4775,199.5809,178.3316,181.0825,-3.2688,-3.4323,True,True,False,False,False,False,,,1527240576.0,1.2001,1.24,,False,True,False,True,False,False,2
IBIT,iShares Bitcoin Trust,33.52,1959727113.0,31.18,48.6598,39.843,35.3622,37.1002,-1.8906,-1.8055,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
PHG,Koninklijke Philips,27.29,31058459.0,58.53,27.8635,27.5642,26.7235,26.4997,0.1611,0.0498,True,True,False,False,False,False,,,1518125056.0,0.7091,1.317,,False,True,True,True,False,False,2
LMT,Lockheed Martin,505.02,679929534.0,43.21,536.0176,575.8367,510.7736,518.3732,-7.2775,-4.6178,True,True,False,True,False,False,,,3987124992.0,2.7637,1.135,,False,True,False,True,False,False,2
MA,Mastercard Inc,488.92,1969517909.0,47.93,531.6699,500.5456,490.2226,491.1022,-1.5148,-2.0804,True,True,False,False,False,False,,,16148124672.0,2.8206,0.981,,False,True,False,False,False,False,2
MCD,McDonald's Corp,264.54,1277705134.0,33.37,302.5028,298.982,274.8148,277.8335,-2.8604,-1.7056,True,True,False,True,False,False,,,5952249856.0,,1.136,,False,True,False,True,False,False,2
MDT,Medtronic PLC,80.52,973978063.0,53.53,90.8118,84.531,79.9985,79.5512,0.3026,0.134,True,True,False,False,False,False,,,4625375232.0,0.5821,2.126,,False,True,True,True,False,False,2
MSI,Motorola Solutions,397.01,466062462.0,43.14,420.4357,430.1103,399.2146,403.5065,-4.6585,-4.0401,True,True,False,False,False,False,,,1815124992.0,3.7413,1.071,,False,True,False,True,False,False,2
ORLY,O'Reilly Automotive,86.9,697512201.0,41.9,95.227,91.5345,87.9081,88.8089,-0.9402,-0.7999,True,True,False,False,False,False,,,1330813184.0,,0.755,,False,True,False,False,False,False,2
ORCL,Oracle Corp,152.46,6122604534.0,30.86,202.7449,169.6411,173.8665,186.2086,-8.7301,-2.0387,True,True,False,False,False,False,,,-24536750080.0,3.8887,1.115,,False,False,False,True,False,False,2
PEP,PepsiCo Inc,139.52,1355850801.0,37.86,148.6005,152.9133,141.9957,143.3958,-1.7126,-1.7814,True,True,False,False,False,False,,,8746250240.0,2.4484,0.897,,False,True,False,False,False,False,2
CRM,Salesforce Inc,150.19,3306966019.0,31.88,213.7252,180.4011,157.0029,165.9128,-8.2051,-5.7513,True,True,False,False,False,False,,,16552999936.0,1.2428,0.786,-2.0278,False,True,False,False,False,False,2
SPGI,S&P Global Inc,395.14,959569034.0,37.72,464.9824,421.6434,408.2877,413.8946,-4.6663,-2.1148,True,True,False,True,False,False,,,5298874880.0,0.3839,0.677,,False,True,True,False,False,False,2
TMUS,T-Mobile US,181.57,1082509738.0,44.28,204.6295,198.5461,182.6123,184.2093,-1.9807,-2.0932,True,True,False,False,False,False,,,11147374592.0,2.1857,1.087,,False,True,False,True,False,False,2
TMO,Thermo Fisher Scientific,505.75,1113023936.0,63.89,525.105,482.7199,480.2868,475.4776,3.4626,0.9061,True,False,True,False,False,False,,,5520625152.0,0.829,1.526,,False,True,True,True,False,False,2
UL,Unilever NV,60.54,245187007.0,62.98,64.0007,61.1584,58.9741,58.2127,0.592,0.2595,True,True,False,False,False,False,,,6273124864.0,1.6079,0.788,,False,True,False,False,False,False,2
VRSN,VeriSign Inc,250.85,247100676.0,30.03,257.3052,261.7885,260.4823,272.1108,-9.5995,-5.2367,True,True,False,False,False,False,,,807275008.0,,0.462,,False,True,False,False,False,False,2
GGB,Gerdau SA,4.14,82817435.0,36.88,3.8657,4.1564,4.305,4.444,-0.102,-0.0329,False,True,False,False,False,False,1.0517,3.9363,2299379712.0,0.2902,2.758,-0.064,False,True,True,True,False,False,1
CVX,Chevron Corp,172.24,1639940131.0,34.39,170.6716,187.9093,176.6523,180.9361,-3.8401,-2.4521,False,True,False,False,False,False,1.9005,90.6298,11776499712.0,0.2399,1.094,0.2311,False,True,True,True,True,False,1
GPRK,GeoPark Ltd,9.12,7478555.0,36.09,8.2845,9.3627,9.8628,10.1346,-0.1343,0.0969,False,True,False,False,False,False,2.0164,4.523,144452128.0,2.1649,1.0,0.2091,False,True,False,True,True,False,1
UGP,Ultrapar Participacoes,4.86,14633446.0,38.98,4.6854,5.3545,4.8636,5.0009,-0.1777,-0.2115,False,True,False,False,False,False,2.062,2.3569,2887691776.0,1.1411,1.666,-0.068,False,True,False,True,False,False,1
XOM,Exxon Mobil,137.55,2565800284.0,35.41,134.2755,150.9242,140.3698,144.2546,-3.6812,-2.7352,False,True,False,False,False,False,2.2161,62.069,11630499840.0,0.1826,1.036,-0.0164,False,True,True,True,False,False,1
VALE,Vale SA,15.12,371225949.0,41.71,14.1388,16.0355,15.3662,15.642,-0.2856,-0.2509,False,True,False,False,False,False,2.3731,6.3713,10600125440.0,0.5715,1.24,0.0727,False,True,True,True,True,False,1
ITUB,Itau Unibanco,8.03,179513339.0,53.62,7.6558,8.3325,7.9071,7.8977,-0.0319,-0.0827,False,True,False,False,False,False,2.4854,3.2309,,,,-0.0358,False,False,False,False,False,False,1
RIO,Rio Tinto PLC,95.11,284698809.0,37.04,84.6329,97.4144,98.7778,101.2893,-1.8673,-0.6266,False,True,False,False,False,False,2.7232,34.9263,3495749888.0,0.3543,1.445,0.0856,False,True,True,True,True,False,1
ARCO,Arcos Dorados Holdings,8.13,10141181.0,39.86,7.8142,8.4566,8.3443,8.4656,-0.105,-0.0605,False,True,False,True,False,False,2.7379,2.9694,182470624.0,2.7865,0.803,0.408,False,True,False,False,True,False,1
VIST,Vista Energy,65.03,58281245.0,33.09,56.006,67.8465,67.7644,70.0436,-1.7965,-0.8117,False,True,False,False,False,False,2.7454,23.6873,-821809856.0,1.4506,0.769,0.5605,False,False,False,False,True,False,1
IBN,ICICI Bank Ltd,29.14,204870728.0,72.15,29.2235,27.497,28.2436,27.479,0.6593,0.4018,True,False,False,False,False,True,2.8154,10.3501,,,,0.1541,False,False,False,False,True,False,1
ANF,Abercrombie & Fitch,89.35,117319983.0,59.41,89.6892,86.703,86.9147,84.4845,2.2089,1.6788,True,False,False,False,False,False,2.9624,30.161,283367872.0,0.9546,1.448,0.0511,False,True,True,True,True,False,1
GOLD,Barrick Gold Corp,41.45,17501070.0,47.03,38.7238,45.8947,42.0238,42.0419,-0.0815,-0.1013,False,True,False,False,False,False,3.1907,12.9907,-743910528.0,1.8241,1.176,-0.0735,False,False,False,True,False,False,1
FDX,FedEx Corp,329.44,756930713.0,52.67,302.7279,341.0851,326.2381,326.0007,1.0494,2.3941,False,True,False,True,False,False,3.4542,95.3729,5534374912.0,1.3569,1.475,0.0147,False,True,False,True,True,False,1
TS,Tenaris SA,57.36,74819114.0,39.45,48.0284,57.7721,58.6411,59.9317,-0.9773,-0.3629,False,True,False,False,False,False,3.6895,15.5468,1296321664.0,0.0273,4.145,0.0004,False,True,True,True,True,False,1
HAL,Halliburton Co,34.67,487702198.0,32.4,32.2986,37.6641,35.9367,37.6182,-1.4737,-0.9293,False,True,False,False,False,False,3.7343,9.2842,2027000064.0,0.7465,2.083,-0.0189,False,True,True,True,False,False,1
IP,International Paper,39.02,228726130.0,70.11,39.1372,36.431,36.8927,35.3668,1.3682,0.9305,True,False,False,False,False,True,3.7896,10.2965,1711250048.0,0.659,1.213,0.078,False,True,True,True,True,False,1
VOD,Vodafone Group,13.86,47757205.0,34.53,13.6295,14.9834,14.2804,14.5759,-0.2575,-0.1468,False,True,False,False,False,False,3.8673,3.5839,5167374848.0,1.0015,1.137,-0.2564,False,True,False,True,False,False,1
KB,KB Financial Group,99.99,33887096.0,41.63,95.4877,106.1355,103.8963,104.7742,-0.5907,0.0359,False,True,False,True,False,False,3.9837,25.0999,,,,0.0271,False,False,False,False,True,False,1
PINS,Pinterest Inc,19.48,479051326.0,42.77,24.2831,19.1235,20.1121,20.3774,-0.127,0.1069,True,False,False,False,False,False,4.0101,4.8577,1080373120.0,0.4227,4.226,-0.0005,False,True,True,True,False,False,1
GRMN,Garmin Ltd,235.41,204191936.0,48.17,227.6808,239.5606,236.2359,236.4532,-0.643,-1.1033,False,True,False,False,False,False,5.4841,42.9263,810156096.0,0.0233,4.361,0.1303,False,True,True,True,True,False,1
DD,DuPont de Nemours,137.8,179742752.0,94.49,43.2681,51.8029,80.0006,63.252,12.6939,3.6508,False,False,True,False,False,True,6.0835,22.6515,-124750000.0,0.2259,2.683,-0.7567,False,False,True,True,False,False,1
ROST,Ross Stores,215.13,801467285.0,36.97,192.1701,219.3476,228.8335,229.264,0.7661,2.555,False,True,False,True,False,False,10.9537,19.64,2047583488.0,0.7491,1.541,0.1231,False,True,True,True,True,False,1
SCCO,Southern Copper Corp,174.73,270477693.0,43.91,161.1487,182.8327,181.9764,183.4848,-0.6162,0.9347,False,True,False,True,False,False,12.4234,14.0646,4255225088.0,0.6241,4.375,0.2047,False,True,True,True,True,False,1
NGG,National Grid PLC,83.42,99604211.0,54.95,80.7054,85.5603,81.8475,81.8917,-0.3173,-0.6648,False,True,False,False,False,False,12.6095,6.6156,-3125125120.0,1.2129,0.764,0.0525,False,False,False,False,True,False,1
SLB,Schlumberger Ltd,47.42,857192036.0,30.47,44.864,51.8223,49.6391,52.1115,-2.0349,-1.0496,False,True,False,False,False,False,16.3419,2.9017,3043124992.0,0.4251,1.341,0.2275,False,True,True,True,True,False,1
TJX,TJX Companies,155.19,995576307.0,39.11,152.4349,157.826,162.6485,161.5735,1.6529,2.3855,False,True,False,False,False,False,16.6418,9.3253,4314250240.0,1.3631,1.139,0.2163,False,True,False,True,True,False,1
GLW,Corning Inc,228.01,2730114318.0,64.31,123.1357,164.3181,199.8314,191.6661,7.0123,3.4023,False,False,True,False,False,False,23.8679,9.553,612000000.0,0.8036,1.61,0.144,False,True,True,True,True,False,1
RACE,Ferrari NV,352.2,201639780.0,51.14,375.2781,347.9603,352.7402,351.0692,2.5616,3.6765,True,False,False,False,False,False,35.0659,10.0439,985850240.0,0.7225,2.569,0.2329,False,True,True,True,True,False,1
MRK,Merck & Co,125.45,1471548290.0,66.91,105.1863,117.4646,119.1041,117.6455,1.2863,0.7471,False,False,True,False,False,False,81.7455,1.5346,14049250304.0,1.0694,1.299,-0.4748,False,True,False,True,False,False,1
MO,Altria Group,73.21,597725256.0,61.8,63.3567,68.1558,71.0741,70.5418,0.5052,0.3059,False,False,True,False,False,False,,,8542875136.0,,0.619,,False,True,False,False,False,False,1
AAPL,Apple Inc,275.15,16747413757.0,32.21,269.0119,275.6011,292.0182,295.463,-1.5749,1.2165,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,1
AZN,AstraZeneca PLC,185.68,355288628.0,55.4,181.737,191.0735,180.8725,181.3978,-1.1952,-1.9887,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,1
ADP,Automatic Data Processing,216.31,624618193.0,45.27,239.088,211.856,219.8634,220.6116,0.4308,2.0487,True,False,False,False,False,False,,,4749387264.0,0.6926,1.043,,False,True,True,True,False,False,1
CAR,Avis Budget Group,165.2,135669360.0,41.19,157.9419,174.4435,179.9368,180.9352,-2.0027,-2.3355,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,1
BKR,Baker Hughes,56.94,497236695.0,33.53,55.2334,62.275,59.2421,61.3554,-1.8607,-1.1736,False,True,False,False,False,False,,,,,,,False,False,False,False,False,False,1
BRK-B,Berkshire Hathaway B,487.81,2802647558.0,52.31,490.0594,484.3725,490.1325,487.0043,3.3171,3.1045,True,False,False,False,False,False,,,61228249088.0,0.1767,2.876,0.1313,False,True,True,True,True,False,1
BKNG,Booking Holdings,177.05,1445304790.0,58.99,189.2566,169.6274,172.5921,169.4285,2.5156,1.1955,True,False,False,False,False,False,,,7075125248.0,,1.057,,False,True,False,True,False,False,1
BMY,Bristol-Myers Squibb,55.39,765171943.0,46.14,53.0951,58.1896,55.4025,55.9351,-0.5784,-0.5383,False,True,False,False,False,False,,,9851750400.0,2.3097,1.42,,False,True,False,True,False,False,1
XLP,Consumer Staples Select Sector ETF,83.94,1086851475.0,49.93,81.0737,84.2622,83.9668,83.9829,0.0279,0.0868,False,True,False,True,False,False,,,,,,,False,False,False,False,False,False,1
CAAP,Corp America Airports,25.86,5494508.0,47.91,24.5471,25.9165,26.4298,26.2519,0.2534,0.3437,False,True,False,False,False,False,,,606650368.0,0.5814,1.402,,False,True,True,True,False,False,1
DHR,Danaher Corp,193.21,785707985.0,66.44,203.4851,186.7124,183.7541,181.2606,2.0482,1.1143,True,False,False,False,False,False,,,4568500224.0,0.3717,1.868,,False,True,True,True,False,False,1
DANOY,Danone,16.05,7147775.0,67.74,16.6493,15.6371,15.5053,15.2339,0.2214,0.1169,True,False,False,False,False,False,,,2491249920.0,0.8909,0.905,,False,True,True,False,False,False,1
EONGY,E.ON SE,20.4,8227228.0,41.17,20.25,21.7201,20.5418,20.8367,-0.2919,-0.2263,False,True,False,False,False,False,,,-3405900032.0,1.5002,0.95,,False,False,False,False,False,False,1
FNMA,Fannie Mae,7.28,32017438.0,56.98,9.1028,7.0485,6.6775,6.7538,-0.1447,-0.234,True,False,False,False,False,False,,,,37.0366,130.345,,False,False,False,True,False,False,1
FMCC,Freddie Mac,6.52,16099690.0,56.92,8.3482,6.271,6.0847,6.1067,-0.0774,-0.1558,True,False,False,False,False,False,,,,46.1329,96.523,,False,False,False,True,False,False,1
GSK,GSK PLC,51.89,204614127.0,52.07,49.9505,53.8583,51.5687,51.4742,0.0193,-0.0492,False,True,False,False,False,False,,,3019249920.0,1.097,0.792,,False,True,False,False,False,False,1
HD,Home Depot,345.0,1707884058.0,64.87,354.3372,334.9153,332.6579,325.6279,5.8745,3.367,True,False,False,False,False,False,,,10128249856.0,4.5936,1.045,,False,True,False,True,False,False,1
IBM,IBM,258.27,3394786197.0,47.03,272.2787,249.9733,263.3688,265.1506,0.9792,4.8698,True,False,False,False,False,False,,,13080750080.0,2.1117,0.796,,False,True,False,False,False,False,1
PG,Procter & Gamble,148.5,1375722441.0,52.2,148.0724,148.9946,149.5615,147.9391,1.6129,1.3951,False,True,False,False,False,False,,,12733750272.0,0.6765,0.732,,False,True,True,False,False,False,1
RTX,RTX Corporation,186.59,1023690089.0,55.63,182.3855,189.4239,184.955,182.6814,1.9847,1.4041,False,True,False,False,False,False,,,7233375232.0,0.5723,1.024,,False,True,True,True,False,False,1
TRIP,Tripadvisor Inc,12.8,57355099.0,62.81,13.1516,10.8385,12.5559,12.0586,0.5266,0.4887,True,False,False,False,False,False,,,181087504.0,1.9979,1.249,,False,True,False,True,False,False,1
VZ,Verizon Communications,46.07,1210641791.0,46.35,44.0989,48.117,46.1572,46.5086,-0.3652,-0.3201,False,True,False,False,False,False,,,19608500224.0,1.9204,0.64,,False,True,False,False,False,False,1
TX,Ternium SA,45.37,23968024.0,43.97,40.343,43.1755,46.5598,46.9804,0.0288,0.6742,False,False,False,False,False,False,0.8061,56.2848,-557738496.0,0.1824,2.634,-0.0022,True,False,True,True,False,False,0
HOG,Harley-Davidson Inc,25.46,57356754.0,55.39,23.0208,22.2414,25.3684,24.999,0.4486,0.4718,False,False,False,False,False,False,0.8928,28.5156,168418624.0,0.7143,1.914,-0.0089,True,True,True,True,False,False,0
NMR,Nomura Holdings,8.79,13192895.0,56.94,8.061,8.2875,8.7651,8.6149,0.1725,0.1819,False,False,False,False,False,False,1.2045,7.2975,,9.842,1.541,-0.0015,False,False,False,True,False,False,0
GM,General Motors,78.53,747406668.0,45.41,74.5632,77.7074,79.9251,80.2378,0.0737,0.6475,False,False,False,False,False,False,1.2172,64.5194,22466625536.0,1.9905,1.152,-0.03,False,True,False,True,False,False,0
