ticker,name,last_close,dollar_vol_20d,rsi,sma200,wma20,ema9,ema21,macd,macd_signal,below_sma200,below_wma20,cross_up,cross_down,rsi_buy,rsi_sell,p_tbv,tbvps,fcf,debt_to_equity,current_ratio,tbv_yoy,q_ptbv,q_fcf,q_dte,q_cr,q_tbv_growth,value_hit,confluence
ABT,Abbott Laboratories,93.78,1210987248.0,61.96,112.0743,96.6765,91.5221,90.2296,0.8879,0.2159,True,True,False,False,False,False,7.2461,12.9401,6341125120.0,0.6477,1.388,0.2602,False,True,True,True,True,False,2
SCHW,Charles Schwab,91.12,1077848141.0,51.61,94.3858,91.7438,91.1162,90.6723,0.4004,0.3413,True,True,False,False,False,False,7.852,11.6072,,1.2077,0.632,0.2046,False,False,False,False,True,False,2
ISRG,Intuitive Surgical,411.27,1037869488.0,46.33,489.0573,450.11,406.8476,412.9869,-7.813,-8.7066,True,True,False,False,False,False,8.4846,48.2519,2254087424.0,,4.61,0.0859,False,True,False,True,True,False,2
GLOB,Globant SA,30.64,70000241.0,35.87,53.2317,41.587,31.2016,34.0975,-2.9027,-2.3781,True,True,False,False,False,False,8.9478,3.4388,267834880.0,0.2112,1.818,0.4261,False,True,True,True,True,False,2
INFY,Infosys Ltd,10.735,236444639.0,37.21,15.2353,12.6929,10.9769,11.4166,-0.443,-0.3634,True,True,False,False,False,False,10.564,1.0143,3170249984.0,0.0983,1.978,-0.1536,False,True,True,True,False,False,2
SPOT,Spotify Technology,470.18,855071521.0,49.18,548.591,487.2215,463.3223,470.7715,-6.1571,-3.2701,True,True,False,False,False,False,11.2939,41.2984,707750016.0,0.0594,2.06,0.685,False,True,True,True,True,False,2
MSFT,Microsoft Corp,376.0499,18217134348.0,42.04,446.4235,398.8679,375.6024,389.2929,-13.0974,-10.3775,True,True,False,False,False,False,11.3778,32.6995,37011251200.0,0.3027,1.283,0.6552,False,True,True,True,True,False,2
SAP,SAP SE,157.76,487001804.0,42.93,214.7597,175.3586,156.7764,163.2221,-6.1591,-4.8066,True,True,False,False,False,False,11.7464,13.3258,8143750144.0,0.1733,1.069,0.1589,False,True,True,True,True,False,2
MELI,MercadoLibre Inc,1719.0701,802737266.0,57.16,1951.8184,1712.2145,1651.4857,1647.4106,-4.3354,-15.908,True,False,True,False,False,False,12.2985,139.4456,-4104624896.0,1.6998,1.161,0.5822,False,False,False,True,True,False,2
SHOP,Shopify Inc,118.9,970483737.0,58.64,136.6547,116.86,113.2802,111.9608,0.76,-0.1778,True,False,True,False,False,False,12.8009,9.2384,1256749952.0,0.0143,6.196,0.1685,False,True,True,True,True,False,2
WMT,Walmart Inc,115.29,2787410816.0,36.51,116.7022,123.4481,117.2945,118.9715,-1.8783,-1.7972,True,True,False,False,False,False,13.6506,8.4304,6862249984.0,0.7482,0.771,0.1392,False,True,True,False,True,False,2
TM,Toyota Motor Corp,170.975,103778502.0,39.58,205.5792,198.2668,171.1919,175.4679,-5.0039,-5.0845,True,True,False,False,False,False,14.9433,11.4432,-1204836106240.0,1.0706,1.274,0.1147,False,False,False,True,True,False,2
SLB,Schlumberger Ltd,46.615,777584903.0,28.67,44.9773,51.6125,48.612,51.1894,-2.2734,-1.4728,False,True,False,False,True,False,16.0731,2.9017,3043124992.0,0.4251,1.341,0.2275,False,True,True,True,True,False,2
SNAP,Snap Inc,4.445,234515898.0,33.47,6.5623,5.1738,4.6464,5.0149,-0.3424,-0.25,True,True,False,False,False,False,16.5631,0.266,673405888.0,2.0158,3.525,-0.2676,False,True,False,True,False,False,2
HDB,HDFC Bank Ltd,25.63,216654903.0,60.51,31.0737,26.214,25.2109,24.7956,0.2863,0.0687,True,True,False,False,False,False,17.3782,1.4748,,,,0.1925,False,False,False,False,True,False,2
NIO,NIO Inc,4.945,162467697.0,39.35,5.7864,5.5608,4.9828,5.2012,-0.2375,-0.225,True,True,False,False,False,False,20.3053,0.2435,,1.833,1.009,-0.3142,False,False,False,True,False,False,2
PLTR,Palantir Technologies,118.4299,5347006503.0,40.62,158.6049,138.6455,119.2725,126.5169,-6.7967,-4.9445,True,True,False,False,False,False,33.3631,3.5251,1752997120.0,0.0248,6.907,0.4765,False,True,True,True,True,False,2
LVS,Las Vegas Sands,46.535,212027306.0,33.71,56.3287,52.2637,47.716,48.9761,-1.2551,-0.9959,True,True,False,False,False,False,40.3012,1.1558,1622625024.0,9.814,0.921,-0.5652,False,True,False,False,False,False,2
ADBE,Adobe Inc,208.585,1868171286.0,41.71,290.7437,240.6182,204.0249,216.1027,-12.7749,-11.963,True,True,False,False,False,False,,,9218374656.0,0.6144,0.751,-4.2318,False,True,True,False,False,False,2
AZN,AstraZeneca PLC,189.475,358107446.0,60.05,182.0228,190.5123,183.799,182.7116,0.1406,-1.3242,False,True,True,False,False,False,,,6558875136.0,0.7181,0.909,,False,True,True,False,False,False,2
T,AT&T Inc,21.435,1215803972.0,32.38,25.7042,25.7562,22.4066,23.012,-0.6909,-0.6798,True,True,False,False,False,False,,,8849000448.0,1.2517,0.918,,False,True,False,False,False,False,2
AVY,Avery Dennison Corp,163.92,119413180.0,57.41,171.495,167.4153,161.9521,160.28,1.059,0.0493,True,True,False,False,False,False,,,809049984.0,1.6475,1.15,,False,True,False,True,False,False,2
BIOX,Bioceres Crop Solutions,0.34,113265.0,33.62,1.0094,0.4661,0.3615,0.3935,-0.0319,-0.0252,True,True,False,False,False,False,,,,2.5105,0.876,-2.1634,False,False,False,False,False,False,2
BA,Boeing,216.05,1324915213.0,45.19,218.2787,219.6895,218.9467,220.144,-1.1375,-0.8207,True,True,False,True,False,False,,,2554249984.0,8.287,1.176,,False,True,False,True,False,False,2
BMY,Bristol-Myers Squibb,58.04,726277205.0,57.61,53.2175,58.1921,56.2688,56.2574,-0.1752,-0.44,False,True,True,False,False,False,,,9851750400.0,2.3097,1.42,,False,True,False,True,False,False,2
SBS,Cia Saneamento Basico,5.745,40073996.0,40.74,20.8044,15.3061,5.5876,5.7425,-0.458,-0.7113,True,True,False,False,False,False,,,-10152844288.0,1.1784,1.739,,False,False,False,True,False,False,2
XLC,Communication Services Select Sector ETF,108.29,792684114.0,39.83,114.8168,113.6304,108.021,110.1363,-2.1441,-1.8367,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
DEO,Diageo PLC,83.395,101494969.0,56.98,87.2116,81.6388,82.1344,81.6317,0.3316,-0.0356,True,False,True,False,False,False,,,958124992.0,1.7738,1.604,,False,True,False,True,False,False,2
EFX,Equifax Inc,158.68,304394033.0,45.76,200.1342,175.8797,157.6728,160.9321,-3.546,-3.2814,True,True,False,False,False,False,,,1024662528.0,1.1335,0.607,,False,True,False,False,False,False,2
FNMA,Fannie Mae,6.82,31754315.0,49.89,9.0283,6.985,6.7384,6.7702,-0.0989,-0.1882,True,True,False,False,False,False,,,,37.0366,130.345,,False,False,False,True,False,False,2
FMCC,Freddie Mac,6.06,16033885.0,48.43,8.28,6.21,6.0934,6.1077,-0.0603,-0.1219,True,True,False,False,False,False,,,,46.1329,96.523,,False,False,False,True,False,False,2
GILD,Gilead Sciences,125.725,1144567723.0,46.62,128.8206,134.5347,125.5977,126.569,-1.3818,-1.7342,True,True,False,False,False,False,,,7934125056.0,0.9464,1.967,,False,True,True,True,False,False,2
ASR,Grupo Aeroportuario Sur,303.985,18527664.0,53.06,320.9938,317.5063,302.536,299.6312,1.4453,-0.727,True,True,False,False,False,False,,,3374900224.0,0.7152,3.393,,False,True,True,True,False,False,2
HSY,Hershey Co,179.3,397246094.0,46.65,192.4294,197.611,178.6498,180.7574,-2.7658,-3.2321,True,True,False,False,False,False,,,1527240576.0,1.2001,1.24,,False,True,False,True,False,False,2
IBIT,iShares Bitcoin Trust,33.56,1922927211.0,32.26,48.3581,39.589,34.7598,36.5098,-1.9206,-1.8447,True,True,False,False,False,False,,,,,,,False,False,False,False,False,False,2
PHG,Koninklijke Philips,27.16,29627399.0,56.85,27.8528,27.3502,26.871,26.6093,0.2082,0.1033,True,True,False,False,False,False,,,1518125056.0,0.7091,1.317,,False,True,True,True,False,False,2
LMT,Lockheed Martin,506.38,686960711.0,43.92,536.5405,568.8167,509.3551,516.3761,-7.1892,-5.5498,True,True,False,False,False,False,,,3987124992.0,2.7637,1.135,,False,True,False,True,False,False,2
MCD,McDonald's Corp,266.63,1266093385.0,37.88,302.128,296.2865,272.3691,276.1478,-3.5775,-2.3099,True,True,False,False,False,False,,,5952249856.0,,1.136,,False,True,False,True,False,False,2
MDT,Medtronic PLC,81.63,898119428.0,57.22,90.7141,83.7013,80.4818,79.8582,0.47,0.2389,True,True,False,False,False,False,,,4625375232.0,0.5821,2.126,,False,True,True,True,False,False,2
MSI,Motorola Solutions,414.53,429957136.0,56.19,419.7639,428.1036,402.8658,404.4577,-2.7267,-3.7906,True,True,False,False,False,False,,,1815124992.0,3.7413,1.071,,False,True,False,True,False,False,2
NFLX,Netflix Inc,75.705,3599803716.0,38.22,96.7933,88.8257,75.0738,78.5259,-3.7465,-3.5096,True,True,False,False,False,False,,,25993676800.0,0.5379,1.407,,False,True,True,True,False,False,2
PEP,PepsiCo Inc,140.21,1289782137.0,40.91,148.606,151.7938,141.5417,142.9404,-1.6955,-1.745,True,True,False,False,False,False,,,8746250240.0,2.4484,0.897,,False,True,False,False,False,False,2
PFE,Pfizer Inc,24.395,1118998658.0,37.59,25.5518,26.2996,24.6859,25.1872,-0.4552,-0.293,True,True,False,False,False,False,,,12376625152.0,0.716,1.247,,False,True,True,True,False,False,2
PG,Procter & Gamble,147.975,1358877372.0,50.89,147.9954,148.4158,149.1575,148.0317,1.2858,1.3877,True,True,False,False,False,False,,,12733750272.0,0.6765,0.732,,False,True,True,False,False,False,2
CRM,Salesforce Inc,161.16,2969772321.0,44.25,212.8641,179.4058,158.0531,164.8574,-7.0253,-6.3207,True,True,False,False,False,False,,,16552999936.0,1.2428,0.786,-2.0278,False,True,False,False,False,False,2
SPGI,S&P Global Inc,408.81,941222547.0,46.62,463.6525,422.3054,408.3717,412.9584,-4.2724,-2.9285,True,True,False,False,False,False,,,5298874880.0,0.3839,0.677,,False,True,True,False,False,False,2
TMUS,T-Mobile US,171.255,1064164735.0,33.41,204.0071,196.2419,180.3517,182.9053,-2.6527,-2.1675,True,True,False,False,False,False,,,11147374592.0,2.1857,1.087,,False,True,False,True,False,False,2
TMO,Thermo Fisher Scientific,505.63,1030425418.0,61.94,525.4162,483.1494,490.5943,481.3222,7.2764,2.9904,True,False,True,False,False,False,,,5520625152.0,0.829,1.526,,False,True,True,True,False,False,2
VZ,Verizon Communications,43.155,1196427875.0,34.32,44.1268,47.8478,45.618,46.2063,-0.543,-0.364,True,True,False,False,False,False,,,19608500224.0,1.9204,0.64,,False,True,False,False,False,False,2
HMC,Honda Motor Co,27.145,53842732.0,57.42,28.6327,26.0528,26.4725,26.3797,0.1475,0.1859,True,False,False,False,False,False,0.5169,52.5565,-1265908449280.0,1.1357,1.281,-0.015,True,False,False,True,False,False,1
GGB,Gerdau SA,4.075,77877402.0,35.1,3.876,4.1558,4.2342,4.3862,-0.1229,-0.0634,False,True,False,False,False,False,1.0359,3.9289,2299379712.0,0.2902,2.758,-0.064,False,True,True,True,False,False,1
GPRK,GeoPark Ltd,9.12,7106847.0,36.81,8.3129,9.4137,9.613,9.9676,-0.2323,-0.0141,False,True,False,False,False,False,2.0219,4.523,144452128.0,2.1649,1.0,0.2091,False,True,False,True,True,False,1
UGP,Ultrapar Participacoes,5.045,13683328.0,48.97,4.6978,5.3552,4.9153,5.0015,-0.1351,-0.1878,False,True,False,False,False,False,2.1363,2.3569,2887691776.0,1.1411,1.666,-0.068,False,True,False,True,False,False,1
XOM,Exxon Mobil,135.58,2433307897.0,32.93,134.5374,150.2302,138.7991,142.8284,-3.9464,-3.1496,False,True,False,False,False,False,2.1824,62.069,11630499840.0,0.1826,1.036,-0.0164,False,True,True,True,False,False,1
VALE,Vale SA,14.925,356947129.0,39.54,14.1897,15.9467,15.2306,15.5295,-0.3092,-0.2695,False,True,False,False,False,False,2.3457,6.3713,10600125440.0,0.5715,1.24,0.0727,False,True,True,True,True,False,1
FSLR,First Solar Inc,229.97,627316084.0,38.05,234.5994,224.6595,248.9796,256.3628,-3.1966,3.1218,True,False,False,False,False,False,2.5224,91.1426,1147664768.0,0.0594,2.557,0.1978,False,True,True,True,True,False,1
ITUB,Itau Unibanco,8.18,177578198.0,57.47,7.6742,8.2978,8.0133,7.9509,0.0166,-0.05,False,True,False,False,False,False,2.5303,3.2309,,,,-0.0358,False,False,False,False,False,False,1
VIST,Vista Energy,64.45,53887374.0,31.9,56.2823,68.344,66.6016,69.0885,-2.1148,-1.2591,False,True,False,False,False,False,2.6525,24.309,-821809856.0,1.4506,0.769,0.5605,False,False,False,False,True,False,1
RIO,Rio Tinto PLC,93.46,270732791.0,34.74,84.9659,97.2488,96.9082,99.9536,-2.4719,-1.2487,False,True,False,False,False,False,2.6808,34.9263,3495749888.0,0.3543,1.445,0.0856,False,True,True,True,True,False,1
ARCO,Arcos Dorados Holdings,8.235,9960234.0,43.63,7.8293,8.4639,8.3201,8.4334,-0.1057,-0.0761,False,True,False,False,False,False,2.7767,2.9694,182470624.0,2.7865,0.803,0.408,False,True,False,False,True,False,1
ZM,Zoom Video Communications,88.31,404726078.0,42.79,87.2626,89.4145,87.7965,91.8222,-3.7439,-2.9003,False,True,False,False,False,False,2.7797,31.5931,1981199232.0,0.006,4.221,0.0896,False,True,True,True,True,False,1
YELP,Yelp Inc,24.6,30699000.0,56.82,27.3966,24.438,23.448,23.3825,-0.1146,-0.3534,True,False,False,False,False,False,2.9402,8.3514,281926880.0,0.2455,1.739,-0.0509,False,True,True,True,False,False,1
